row_number	zip_code	location
594	78703	1000 BLOCK EXPOSITION BOULEVARD
595	78758	1000 BLOCK FAIRFIELD DR
596	78758	1000 BLOCK FAIRFIELD DRIVE
597	78757	1000 BLOCK FM 2222 ROAD
598	78721	1000 BLOCK GARDNER
599	78721	1000 BLOCK GARDNER ROAD
600	78741	1000 BLOCK GROVE BLOULEVARD
601	78741	1000 BLOCK GROVE BOULEVARD
602	78701	1000 BLOCK GUADALUPE ST
603	78701	1000 BLOCK GUADALUPE STREET
604	78702	1000 BLOCK HARGRAVE ST
605	78702	1000 BLOCK HIGHWAY 183 NORTH
606	78702	1000 BLOCK HOLLY
607	78702	1000 BLOCK HOLLY ST
608	78702	1000 BLOCK  HOLLY STREET
609	78702	1000 BLOCK HOLLY STREET
610	78741	1000 BLOCK I H 35
611	78741	1000 BLOCK IH 35
612	78746	1000 BLOCK I H 35 FRONTAGE ROAD
613	78701	1000 BLOCK IH 35 SERVICE ROAD
614	78757	1000 BLOCK JUSTIN LANE
615	78756	1000 BLOCK KOENING LANE
616	78758	1000 BLOCK KRAMER LANE
617	78702	1000 BLOCK LAMBIE STREET
618	78701	1000 BLOCK LAVACA
619	78701	1000 BLOCK LAVACA STREET
620	78746	1000 BLOCK LIBERTY PARK DRIVE
621	78745	1000 BLOCK LITTLE TEXAS LANE
622	78721	1000 BLOCK LOTT AVENUE
623	78721	1000 BLOCK MANCHACA ROAD
624	78722	1000 BLOCK MANOR ROAD
625	78758	1000 BLOCK MEARN MEADOW
626	78758	1000 BLOCK MEARNS BOULEVARD
627	78758	1000 BLOCK MEARNS MEADOW
628	78758	1000 BLOCK MEARNS MEADOW BLVD
629	78758	1000 BLOCK MEARNS MEADOW BOULEVARD
630	78758	1000 BLOCK MEARNS MEADOW  BOULEVARD
631	78758	1000 BLOCK MEARNS MEADOW DRIVE
632	78758	1000 BLOCK MEARNS MEADOWS
633	78758	1000 BLOCK METRIC BOULEVARD
634	78758	1000 BLOCK MIDDLE FISKVILLE ROAD
635	78741	1000 BLOCK MONTOPLIS DRIVE
636	78741	1000 BLOCK MONTOPOLIS DRIVE
637	78741	1000 Block Mopac Expressway
638	78741	1000 BLOCK MOPAC EXPRESSWAY
639	78704	1000 BLOCK MUSIC LANE
640	78702	1000 BLOCK NAVASOTA STREET
641	78704	1000 BLOCK NEWNING AVENUE
642	78703	1000 BLOCK NIH35
643	78701	1000 BLOCK N IH 35
644	99999	1000 BLOCK N IH 35 NB
645	78701	1000 BLOCK N IH 35 S B FRONTAGE
646	99999	1000 BLOCK N IH 35 SVRD
647	78702	1000 BLOCK NILE ST
648	78702	1000 BLOCK NILE STREET
649	99999	1000 BLOCK N MOPAC EXPY SB
650	78751	1000 BLOCK NORTH 45TH STREET
651	78701	1000 BLOCK NORTH IH35
652	78701	1000 BLOCK NORTH  I H35
653	78701	1000 BLOCK NORTH  I H 35
654	78701	1000 BLOCK NORTH I H 35
655	78701	1000 BLOCK NORTH IH 35
656	78701	1000 BLOCK NORTH IH-35
657	99999	1000 BLOCK NORTH IH35 NORTHBOUND
658	78701	1000  BLOCK NORTH IH 35 SERVICE ROAD
659	78701	1000 BLOCK NORTH I H 35 SERVICE ROAD
660	78701	1000 BLOCK NORTH IH 35 SERVICE ROAD
661	78701	1000 BLOCK NORTH IH-35 SERVICE ROAD
662	78701	1000 BLOCK NORTH ITERSTATE 35
663	78703	1000 BLOCK NORTH LAMAR
664	78703	1000 BLOCK NORTH LAMAR BOULEVARD
665	78703	1000 BLOCK NORTH MOPAC
666	78703	1000 BLOCK NORTH MOPAC EXPRESSWAY
667	78702	1000 BLOCK NORTH PLEASANT VALLEY
668	78722	1000 BLOCK NORWOOD
669	78752	1000 BLOCK NORWOOD PARK
670	78752	1000 BLOCK NORWOOD PARK BOULEVARD
671	78701	1000 BLOCK NUECES
672	99999	1000 BLOCK OF DEAN KEENTON WESTBOUND
673	99999	1000 BLOCK OF DEAN KEETON WEST BOUND
674	78702	1000 BLOCK OF EAST 9TH STREET
675	99999	1000 BLOCK OF ED BLUESTEIN BLVD SB
676	78727	1000 BLOCK OF PARMER LANE
677	78702	1000 BLOCK OF SPRINGDALE ROAD
678	78748	1000 BLOCK OF WEST SLAUGHTER LANE
679	78704	1000 BLOCK OLTORF STREET
680	78758	1000 BLOCK PARKFIELD
681	78758	1000 BLOCK PARKFIELD DRIVE
682	78705	1000 BLOCK PARK PLACE
683	78753	1000 BLOCK PARK PLAZA
684	78753	1000 BLOCK PARK PLAZA DRIVE
685	78727	1000 BLOCK PARMER LANE
686	78758	1000 BLOCK PAYTON GIN RD
687	78758	1000 BLOCK PAYTON GIN ROAD
688	78702	1000 BLOCK PLEASANT VALLEY ROAD
689	78702	1000 BLOCK PROSPECT AVENUE
690	78701	1000 BLOCK RED RIVER
691	78701	1000 BLOCK RED RIVER ST
692	78701	1000 BLOCK RED RIVER STREET
693	78723	1000 BLOCK REINLI STREET
694	78723	1000 BLOCK RENILI STREET
695	78613	1000 BLOCK RESEARCH BOULEVARD
696	78759	1000 BLOCK RESEARCH BOULEVARD SERVICE RD
697	78613	1000 BLOCK RESEARCH BOUVLARD
698	78701	1000 BLOCK RIO GRANDE
699	78704	1000 BLOCK RIVERSIDE DRIVE
700	78704	1000 BLOCK ROBERT E LEE ROAD
701	78758	1000 BLOCK RUNDBERG
702	78758	1000 BLOCK RUNDBERG LANE
703	78753	1000 BLOCK RUTHERFORD LANE
704	78758	1000 BLOCK RUTLAND DR
705	78758	1000 BLOCK RUTLAND DRIVE
706	78745	1000 BLOCK SAHARA AVE
707	78745	1000 BLOCK SAHARA AVENUE
708	78704	1000 BLOCK SAINT EDWARD DRIVE
709	78704	1000 BLOCK SAINT EDWARDS DRIVE
710	78704	1000 BLOCK SAINT EDWARDS STREET
711	78757	1000 BLOCK SAINT JOHNS AVENUE
712	78757	1000 BLOCK SAN DRA MURAIDA WAY
713	78701	1000 BLOCK SAN JACINTO BLVD
714	78701	1000 BLOCK SAN JACINTO BOULEVARD
715	78702	1000 BLOCK SAN MARCOS STREET
716	99999	1000 BLOCK S CAPITAL OF TEXAS HWY NB
717	78704	1000 BLOCK S CONGRESS
718	78701	1000 BLOCK S CONGRESS AVE
719	78745	1000 BLOCK SHELBY LN
720	78723	1000 BLOCK SHERIDAN AVE
721	78741	1000 BLOCK S IH 35
722	99999	1000 BLOCK S IH 35 EF
723	99999	1000 BLOCK S IH 35 SB
724	78721	1000 BLOCK SMITH ROAD
725	78746	1000 BLOCK S MOPAC
726	99999	1000 BLOCK S MOPAC EXPY NB SVRD
727	99999	1000 BLOCK S MOPAC EXPY SB
728	78704	1000 BLOCK SOUTH 1ST STREET
729	78746	1000 BLOCK SOUTH CAPITAL OF TEXAS
730	78746	1000 BLOCK SOUTH CAPITAL OF TEXAS HIGHWA
731	78704	1000 BLOCK SOUTH CONGRESS
732	78704	1000 BLOCK SOUTH CONGRESS AVENUE
733	78705	1000 BLOCK SOUTH DEAN KEETON
734	78704	1000 BLOCK SOUTH FIRST STREET
735	78741	1000 BLOCK SOUTH I35
736	78741	1000 BLOCK SOUTH I 35
737	78741	1000 BLOCK SOUTH IH35
738	78741	1000 BLOCK SOUTH I H 35
739	78741	1000 BLOCK SOUTH IH 35
740	99999	1000 BLOCK SOUTH  IH 35  SERVICE ROAD
741	99999	1000 BLOCK SOUTH IH 35 SERVICE ROAD
742	78704	1000 BLOCK SOUTH LAMAR BOULEVARD
743	78704	1000 BLOCK SOUTH MOPAC
744	78704	1000 BLOCK SOUTH MOPAC EXPRESSWAY
745	78704	1000 BLOCK SOUTH MOPAC EXPRESSWAY SERVIC
746	78704	1000 BLOCK SOUTH MOPAC EXRESSWAY
747	78704	1000 BLOCK SOUTH MOPAC SERVICE ROAD
748	78741	1000 BLOCK SOUTH PLEASANT VALLEY
749	78741	1000 BLOCK SOUTH PLEASANT VALLEY DRIVE
750	78721	1000 BLOCK SOUTH US HIGHWAY 183
751	78745	1000 BLOCK SPEER LANE
752	78702	1000 BLOCK SPINGDALE DRIVE
753	78741	1000 BLOCK S PLEASANT VALLEY RD
754	78702	1000 BLOCK SPRINDALE ROAD
755	78702	1000 BLOCK SPRINGDALE
756	78702	1000 BLOCK SPRINGDALE LANE
757	78702	1000 BLOCK SPRINGDALE RD
758	78702	1000 BLOCK SPRINGDALE ROAD
759	78745	1000 BLOCK STASSNEY LANE
760	78704	1000 BLOCK ST EDWARDS DRIVE
761	78757	1000  BLOCK ST JOHNS AVENUE
762	78741	1000 BLOCK SUMMIT STREET
763	78702	1000 BLOCK TILLERY
764	78702	1000 BLOCK TILLERY ST
765	78704	1000 BLOCK TRAVIS HEIGHTS BLVD
766	78721	1000 BLOCK US HIGHWAY 183
767	78705	1000 BLOCK W 25TH ST
768	78705	1000 BLOCK W 26TH ST
769	78702	1000 BLOCK W 6TH
770	78703	1000 BLOCK W 6TH ST
771	78758	1000 BLOCK WAGON TRAIL
772	78758	1000 BLOCK WALNUT CREEK BOULEVARD
773	78758	1000 BLOCK WALNUT CREEK PARK ROAD
774	78746	1000 BLOCK WALSH JARLTON LANE
775	78746	1000 BLOCK WALSH LANE
776	78746	1000 BLOCK WALSH TARLTON
777	78746	1000 BLOCK WALSH TARLTON LANE
778	78746	1000 BLOCK WALSH TARLTON LN
779	78757	1000 BLOCK W ANDERSON LN
780	78758	1000 BLOCK WAST BRAKER LANE
781	78703	1000 BLOCK WAYSIDE DRIVE
782	78704	1000 BLOCK W BEN WHITE EB
783	78701	1000 BLOCK W CESAR CHAVEZ ST
784	78704	1000 BLOCK WEAST OLTORF
785	78660	1000 BLOCK WELLS BRANCH PARKWAY
786	78703	1000 BLOCK WEST 10TH STREET
787	78703	1000 BLOCK WEST 12TH STREET
788	78703	1000 BLOCK WEST 15TH STREET
789	78704	1000 BLOCK WEST 1ST STREET
790	78705	1000 BLOCK WEST 23RD STREET
791	78705	1000 BLOCK WEST 24TH STREET
792	78705	1000 BLOCK WEST 25TH STREET
793	78705	1000 BLOCK WEST 29TH STREET
794	78705	1000 BLOCK WEST 38TH STREET
795	78705	1000BLOCK WEST 38TH STREET
796	78756	1000 BLOCK WEST 39TH STREET
797	78756	1000 BLOCK WEST 40TH STREET
798	78756	1000 BLOCK WEST 41ST STREET
799	78756	1000 BLOCK WEST 43RD STREET
800	78756	1000 BLOCK WEST 45TH STREET
801	78756	1000 BLOCK WEST 49TH STREET
802	78703	1000 BLOCK WEST 5TH STREET
803	78703	1000 BLOCK WEST 6TH STREET
804	78757	1000 BLOCK WEST ANDERSON
805	78701	1000 BLOCK WEST AVENUE
806	78704	1000 BLOCK WEST BEN WHITE
807	78704	1000 BLOCK WEST BEN WHITE BOULELVARD
808	78704	1000 BLOCK WEST BEN WHITE BOULEVARD
809	78758	1000 BLOCK WEST BRAKER LANE
810	78701	1000 BLOCK WEST CESAR CHAVEZ
811	78701	1000 BLOCK WEST CESAR CHAVEZ STREET
812	78745	1000 BLOCK WEST DITTMAR
813	78745	1000 BLOCK WEST DITTMAR ROAD
814	78745	1000 BLOCK WEST HIGHWAY 71
815	78753	1000 BLOCK WEST HOWARD LANE
816	78756	1000 BLOCK WEST KOENIG LANE
817	78701	1000 BLOCK WEST MARTIN LUTHER KING JR
818	78704	1000 BLOCK WEST OLTORF
819	78704	1000 BLOCK WEST OLTORF STREET
820	78737	1000 BLOCK WEST PALMER
821	78727	1000 BLOCK WEST PALMER LANE
822	78727	1000 BLOCK WEST PARMER
823	78727	1000 BLOCK WEST PARMER LANE
824	78758	1000 BLOCK WEST RUNDBERG LANE
825	78758	1000 BLOCK WEST SH 71
826	78748	1000 BLOCK WEST SLAUGHER LANE
827	78748	1000 BLOCK WEST SLAUGHTER LANE
828	78745	1000 BLOCK WEST STASSNEY
829	78745	1000 BLOCK WEST STASSNEY LANE
830	78745	1000 BLOCK WEST WILLIAM CANNON
831	78745	1000 BLOCK WEST WILLIAM CANNON DRIVE
832	78752	1000 BLOCK WHEATLEY AVE
833	78752	1000 BLOCK WILKS AVE
834	78752	1000 BLOCK WILKS DRIVE
835	78745	1000 BLOCK WILLIAM CANNON
836	78753	1000 BLOCK WILLOW DRIVE
837	78702	1000 BLOCK WILLOW STREET
838	78703	1000 BLOCK WINSTEAD LANE
839	78703	1000 BLOCK WINSTED LANE
840	78704	1000 BLOCK W MARY ST
841	78704	1000 BLOCK W. MARY ST.
842	78704	1000 BLOCK  WOODLAND AVENUE
843	78748	1000 BLOCK W SLAUGHTER LN
844	78745	1000 BLOCK W. STASSNEY LANE
845	78745	1000 BLOCK W STASSNEY LN
846	78745	1000 BLOCK W WILLIAM CANNON DR
847	78705	1000 BLOCOK EAST DEAN KEETON STREET
848	78753	1000 BLOVK EAST RUNDBERG LANE
849	99999	1000BL S CONGRESS
850	99999	1000BL S CONGRESS AVE
851	78721	1000 BLUESTEIN BLVD
852	78748	1000 B MANCHACA
853	78721	1000 BOCK ED BLUESTEIN BOULEVARD
854	78704	1000 B SOUTH CONGRESS
855	78741	1000 BURTON DRIVE
856	78758	1000 B WEST BRAKER LN
857	78752	1000 CAMINO LA COSTA
858	78758	1000 CEDAR BEND DR
859	78753	1000 CENTER RIDGE DR
860	78753	1000 CENTER RIDGE DRIVE
861	78702	1000 CHICON ST
862	78702	1000 CHICON STREET
863	78702	1000 CLARMONT AVENUE
864	78723	1000 CLAYTON LANE
865	78723	1000 CLAYTON LN
866	78702	1000 CONCHO ST
867	78705	1000 CONCORDIA AVE
868	78758	1000 CRIPPLE CREEK DR
869	78704	1000 CUMBERLAND RD
870	78705	1000 DEAN KEATON STREET
871	78705	1000 DEAN KEETON
872	78702	1000 E 11TH
873	78702	1000 E 11TH ST
874	78702	1000 E 12TH
875	78702	1000 E 12TH ST
876	78702	1000 E 2ND ST
877	78705	1000 E 32ND
878	78705	1000 E 32ND ST
879	99999	1000 E 38 1
880	78751	1000 E 38 1/2
881	78751	1000 E 38 1/2 ST
882	78751	1000 E 39TH ST
883	78751	1000 E. 40TH
884	78751	1000 E 40TH ST
885	78751	1000 E 41ST ST
886	78751	1000 E 45TH ST
887	78751	1000 E 46TH ST
888	78751	1000 E 49TH ST
889	78702	1000 E 4TH ST
890	78751	1000 E 50TH ST
891	78723	1000 E 51ST
892	78723	1000 E 51ST ST
893	78723	1000 E 51ST STREET
894	78751	1000 E 53 AND A HALF ST
895	99999	1000 E. 53RD HALF ST.
896	78751	1000 E 53RD ST
897	78751	1000 E. 53RD ST
898	78702	1000 E 6TH ST
899	78702	1000 E. 6THST
900	78702	1000 E 7TH ST
901	78702	1000 E 8TH ST
902	78752	1000 E. A ANDERSON LANE
903	78752	1000 E ANDERSON
904	78752	1000 E ANDERSON LANE
905	78752	1000 E. ANDERSON LANE
906	78752	1000 E ANDERSON LN
907	78752	1000 E. ANDERSON LN
908	78752	1000 E ANDERSON LN EB
909	99999	1000 E. ANDERSON LN EB SVC RD
910	78752	1000 E ANDERSON LN SB
911	99999	1000 E ANDERSON LN SVRD
912	99999	1000 E ANDERSON LN SVRD EB
913	99999	1000 E ANDERSON LN SVRD WB
914	99999	1000 E ANDERSON LN WB
915	99999	1000 E ANDERSON LN WB SVRD
916	78702	1000 EAST 11TH STREET
917	78751	1000 EAST 41ST STREET
918	78751	1000 EAST 45TH S STREET
919	78702	1000 EAST 5TH STREET
920	78702	1000 EAST 6TH STREET
921	78752	1000 EAST ANDERSON LANE
922	78704	1000 EAST BEN WHITE
923	78704	1000 EAST BEN WHITE BOULEVARD
924	78702	1000 EAST CESAR CHAVEZ STREET
925	78705	1000 EAST DEAN KEATON
926	78705	1000 EAST DEAN KEATON STREET
927	78705	1000 EAST DEAN KEEETON
928	78705	1000 EAST DEANKEETON
929	78705	1000 EAST DEAN KEETON
930	78705	1000 EAST DEAN KEETON STREET
931	78705	1000 EAST DEAN KEETON  STREET
932	78704	1000 EAST OLTORF
933	78753	1000 EAST RUNDBERG LANE
934	78752	1000 EAST SAINT JOHNS AVENUE
935	78745	1000 EAST STASSNEY LANE
936	78719	1000 EAST STATE HIGHWAY 71
937	78752	1000 EAST ST JOHNS AVENUE
938	78704	1000 E BEN WHITE
939	78704	1000 E BEN WHITE BLVD
940	99999	1000 E BEN WHITE BLVD SVRD EB
941	99999	1000 E BEN WHITE BLVD SVRD WB
942	78704	1000 E BEN WHITE BLVD WB
943	99999	1000 E BEN WHITE SVRD EB
944	78753	1000 E BRAKER
945	78753	1000 E BRAKER LN
946	78702	1000 E CESARCHAVEZ
947	78702	1000 E CESAR CHAVEZ ST
948	78721	1000 ED BLESTEIN BOUVLARD
949	78721	1000 ED BLUESTEIN
950	78721	1000  ED BLUESTEIN BLVD
951	78721	1000 ED BLUESTEIN BLVD
952	99999	1000 ED BLUESTEIN BLVD NB
953	99999	1000 ED BLUESTEIN BLVD SB
954	78721	1000 ED BLUESTEIN BOULEVARD
955	78721	1000 ED BLUESTEIN BOULVEVARD
956	78721	1000 ED BLUESTEIN NB
957	78721	1000 ED BLUESTIEN BOULEVARD
958	78721	1000 ED BLUSESTEIN BOULEVARD
959	78721	1000 ED BOUESTEIN BLVD
960	78705	1000 E.DEANKEETO
961	78705	.1000 E DEAN KEETON
962	78705	1000 EDEANKEETON
963	78705	1000 E DEAN KEETON
964	78705	1000 E DEAN  KEETON
965	78705	1000 E.DEANKEETON
966	78705	1000 EDEAN KEETON
967	78705	1000 E DEAN KEETON STREET
968	78753	1000 E HOWARD LN
969	78703	1000 ENFIELD RD
970	78704	1000 E OLTORF
971	78704	1000 E OLTORF ST
972	78753	1000 E PARMER LN
973	78704	1000 E RIVERSIDE
974	78704	1000 E RIVERSIDE DR
975	78704	1000 E RIVERSIDE DRIVE
976	78753	1000 E RUNDBERG
977	78753	1000 E RUNDBERG LN
978	78758	1000 E. RUNDBURG LANE
979	78758	1000 E RUTLAND DR
980	78745	1000 E STASSNEY
981	78745	1000 E STASSNEY LN
982	78745	1000 E ST ELMO RD
983	78752	1000 E ST JOHNS
984	78752	1000 E ST JOHNS AVE
985	78752	1000 E ST JOHNS AVENUE
986	78745	1000 E WILLIAM
987	78745	1000 E WILLIAM CANNON
988	78745	1000 E WILLIAM CANNON DR
989	78703	1000 EXPOSITION BLV
990	78703	1000 EXPOSITION BOULEVARD
991	78702	1000 FOUR IRON
992	78721	1000 GARDNER ROAD
993	78701	1000 GUADALUPE ST
994	78702	1000 HOLLY
995	78702	1000 HOLLY ST
996	78702	1000 HOLLY STREET
997	78702	1000 HOLLY STRET
998	78702	1000 HOLY
999	78721	1000 HWY 183
1000	78721	1000 HWY 183 N B
1001	78741	1000 IH 35
1002	99999	1000 IH 35 SVRD SB
1003	78702	1000 JUNIPER ST
1004	78703	1000 KINGSBURY STREET
1005	78758	1000 KRAMER LANE
1006	78746	1000 LAKE CREEK
1007	78701	1000 LAVACA
1008	78705	1000 L E DEAN KEETON STREET
1009	78746	1000 LIBERTY PARK DR
1010	78745	1000 LITTLE TEXAS LN
1011	78702	1000 LYDIA ST
1012	99999	1000 MEANS MEADOW BOULEVARD
1013	78758	1000 MEARNS MEADOW
1014	78758	1000 MEARNS MEADOW BLVD
1015	78758	1000 MEARNS MEADOW BOULVARD
1016	78758	1000 MEARNS MEADOWS
1017	78758	1000 METRIC BLVD
1018	78741	1000 MONTOPLIS
1019	78741	1000 MONTOPOLIS
1020	78741	1000 MONTOPOLIS DR
1021	78741	1000 MONTOPOLIS DRIVE
1022	78758	1000 NEANS DR
1023	78741	1000 N IH #%
1024	78701	1000 N IH35
1025	78701	1000 N IH 35
1026	78701	1000 N. I.H 35
1027	78701	1000 NIH 35
1028	99999	1000 N IH 35 NB
1029	99999	1000 N IH-35 NB
1030	99999	1000 N IH35 NB
1031	99999	1000 N IH 35 SB
1032	99999	1000 N IH 35 SB SVRD
1033	99999	1000 N IH 35 SRVD NB
1034	99999	1000 N IH 35 SVRD
1035	99999	1000 N IH 35 SVRD NB
1036	99999	1000 N IH 35 SVRD N/B
1037	99999	1000 N IH 35 SVRD SB
1038	78702	1000 NILE STREET
1039	78703	1000 N LAMAR
1040	78703	1000 N LAMAR BLVD
1041	78746	1000 N MOPAC
1042	78746	1000 N MOPAC EXPW
1043	78746	1000 N MOPAC EXPWY
1044	78746	1000 N MOPAC EXPY
1045	99999	1000 N MOPAC EXPY NB
1046	99999	1000 N MOPAC EXPY SB
1047	78758	1000 N. MO PAC NB
1048	99999	1000 N MOPAC SB
1049	78701	1000 NORTH I-35 EF
1050	78701	1000 NORTH IH 35
1051	78701	1000 NORTH I H 35 SERVICEROAD
1052	78701	1000 NORTH IH 35 SERVICE ROAD
1053	78703	1000 NORTH LAMAR
1054	78703	1000 NORTH LAMAR BOULEVARD
1055	78703	1000 NORTH MOPAC EXPRESSWAY
1056	78752	1000 NORWOOD PARK BLVD
1057	78749	1000 N US 183 SB
1058	78703	1000O BLOCK N LAMAR BLVD
1059	78704	1000 OLTORF
1060	78727	1000 PAMER LN
1061	78753	1000 PARK PLZ
1062	78727	1000 PARMER LN
1063	78758	1000 PAYTON GIN RD
1064	78758	1000  PAYTON GIN ROAD
1065	78758	1000 PAYTON GIN ROAD
1066	78758	1000 PLYMOUTH DR
1067	78745	1000 REDD
1068	78701	1000 RED RIVER
1069	78701	1000 RED RIVER ST
1070	78723	1000 REINLI ST
1071	78613	1000 RESEARCH BLVD
1072	99999	1000 RESEARCH BLVD SB
1073	78704	1000 RIVERSIDE DR
1074	78704	1000 RIVERSIDE DRIVE
1075	78758	1000 RUNDBERG
1076	78753	1000 RUTHERFORD LANE
1077	78758	1000 RUTLAND DR
1078	78758	1000 RUTLAND DRIVE
1079	78704	1000 S 1ST
1080	78704	1000 S 1ST ST
1081	78745	1000 SAHARA AVE
1082	78701	1000 SAN JACINTO
1083	78746	1000 S CAPITAL OF TEXAS
1084	78746	1000 S CAPITAL OF TEXAS HWY
1085	78704	1000 S CONGRESS
1086	78704	1000 S CONGRESS AVE
1087	78704	1000 S. CONGRESS AVE
1088	78704	1000 S CONGRESS AVE NB
1089	78741	1000 S I 35
1090	78741	1000 S IH35
1091	78741	1000 S IH 35
1092	99999	1000 S IH 35 NB
1093	78741	1000 S IH 35 N B
1094	78745	1000 S IH35 PROPER
1095	99999	1000 S IH 35 SB
1096	99999	1000 S. IH 35 SB
1097	99999	1000 S. IH-35 SB
1098	78701	1000 S IH 35 SVCRD
1099	78745	1000 S IH35 SVRD
1100	99999	1000 S IH 35 SVRD NB
1101	99999	1000 S IH 35 SVRD SB
1102	78704	1000 S LAMAR
1103	78704	1000 S LAMAR BLVD
1104	78704	1000 S. LAMAR BLVD
1105	78746	1000 S MOPAC
1106	78746	1000 S MOPAC EXPY
1107	78749	1000 S  MOPAC EXPY NB
1108	78749	1000 S MOPAC EXPY NB
1109	78731	1000 S MOPAC EXPY SB
1110	99999	1000 S MOPAC EXPY SB SVRD
1111	99999	1000 S MOPAC EXPY SVRD SB
1112	99999	1000 S MOPAC NB
1113	99999	1000 S MOPAC SB
1114	78746	1000 S MOPSC
1115	78746	1000 SOUTH CAPITAL TEXAS HIGHWAY
1116	78704	1000 SOUTH CONGRESS
1117	78746	1000 SOUTH MOPAC
1118	78746	1000 SOUTH MOPAC EXPY SERVICE ROAD
1119	78741	1000 SOUTH PLEASANT VALLEY ROAD
1120	78721	1000 SOUTH US HIGHWAY 183
1121	78741	1000 S PLEASANT VALLEY RD
1122	78702	1000 SPRINGDALE
1123	78702	1000 SPRINGDALE RD
1124	78702	1000 SPRINGDALE ROAD
1125	78741	1000 S SH HWY 183 NB
1126	78757	1000 ST JOHNS
1127	78741	1000 SUMMIT ST
1128	99999	1000 S US 183 HWY NB
1129	78741	1000 S US HWY 183 NB
1130	78721	1000 S US HWY 183 SB
1131	99999	1000 THROUGH 1200 BLOCK WEST DITTMAR
1132	99999	1000 THRU 2000 BLOCK ED BLUESTEIN BOULEV
1133	99999	1000 TO 1100 BLOCK WALLER CREEK PARK RD
1134	99999	1000 TO 1100 BLOCK WALNUT CREEK PARK ROA
1135	99999	1000 TO 1200 TO BLOCK ROSEWOOD AVENUE
1136	99999	1000 TO 1300 BLOCK WALNUT CREEK PARKWAY
1137	99999	1000 TO 2000 BLOCK ED BLUESTEIN
1138	99999	1000 TO 3500 BLOCK ED BLUESTEIN BOULEVAR
1139	99999	1000 TO 9900 BLOCK EAST US HIGHWAY 290
1140	78703	1000 TOYATH ST
1141	78704	1000 TRAVIS HEIGHTS BLVD
1142	78745	1000 TURTLE CREEK DR
1143	78741	1000 VARGAS ROAD
1144	78703	1000 W 11TH ST
1145	78705	1000 W 24TH ST
1146	78756	1000 W 40TH ST
1147	78756	1000 W. 45TH ST
1148	78703	1000 W 5TH
1149	78703	1000 W 5TH ST
1150	78703	1000 W 6TH ST
1151	78703	1000 W 6TH STRET
1152	78702	1000 WALLER
1153	78702	1000 WALLER ST
1154	78746	1000 WALSH TARLTON
1155	78746	1000 WALSH TARLTON LANE
1156	78746	1000 WALSH TARLTON LN
1157	78757	1000 W ANDERSON
1158	78757	1000 W ANDERSON LANE
1159	78757	1000 W ANDERSON LN
1160	78704	1000 W BENWHITE
1161	78704	1000 W BEN WHITE
1162	78704	1000 W.BEN WHITE
1163	78704	1000 W BEN WHITE BLVD
1164	78704	1000 W. BEN WHITE BLVD
1165	78704	1000 W BEN WHITE BLVD EB
1166	99999	1000 W BEN WHITE BLVD SVRD
1167	99999	1000 W BEN WHITE BLVD WB
1168	78704	1000 W BEN WHITE DLVD
1169	78704	1000 W BEN WHITE EB
1170	78758	1000 W BRAKER
1171	78758	1000 W BRAKER LN
1172	78701	1000 W CESAR CHAVEZ ST
1173	78701	1000 W CESZR CHAVEZ
1174	78745	1000 W DITTMAR RD
1175	78745	1000 W DITTMAR ST
1176	78703	1000 WEST 12TH STREET
1177	78705	1000 WEST 24TH ST
1178	78705	1000 WEST 25TH STREET
1179	78703	1000 WEST 6TH
1180	78703	1000 WEST 6TH STREET
1181	78757	1000 WEST ANDERSON LANE
1182	78701	1000 WEST CESAR CHAVEZ
1183	78745	1000 WEST DITTMAR
1184	78703	1000 WEST LYNN ST
1185	78727	1000 WEST PARMER LANE
1186	78758	1000 WEST RUNDBERG LANE
1187	78748	1000 WEST SLAUGHTER LANE
1188	78745	1000 WEST STASSNEY LANE
1189	78719	1000 W HWY 71
1190	78703	1000 WINSTEAD
1191	78703	1000 WINSTED LN
1192	78756	1000 W KOENIG LN
1193	78704	1000 W MARY ST
1194	78704	1000 W. MARY ST.
1195	78745	1000 WM CANNON
1196	78704	1000 WOODLAND
1197	78727	1000 W PARMER
1198	78727	1000 W. PARMER LANE
1199	78727	1000 W PARMER LN
1200	78727	1000 W. PARMER LN
1201	78758	1000 W RUNDBERG LN
1202	78748	1000 W SLAUGHTER
1203	78748	1000 W SLAUGHTER LN
1204	78748	1000 W SLAUGHTER LN EB
1205	78745	1000 W STASSNEY
1206	78745	1000 W. STASSNEY
1207	78745	1000 W STASSNEY LN
1208	99999	1000 W STASSNEY LN WB
1209	78745	1000 W WILLIAM CANNO
1210	78745	1000 W WILLIAM CANNON
1211	78745	1000 W WILLIAM CANNON DR
1212	78745	1000 W. WILLIAM CANNON DR.
1213	78745	100100 BLOCK NORTH MOPAC EXPRESSWAY
1214	78702	10010 5TH STREET
1215	78750	10010 ANDERSON MILL ROAD
1216	78753	10010 BLOCK NORTH LAMAR BOULEVARD
1217	78729	10010 LAKE CREEK PKWY
1218	99999	10010 N CAPITAL OF TEXAS HWY NB
1219	78753	10010 N LAMAR BLVD
1220	78753	10010 NORTH LAMAR BOULEVARD
1221	99999	10011 BLOCK NORTH MOPAC EXPY SVRD NB
1222	99999	10011 N IH 35 SVRD NB
1223	78719	10012 FM 2222
1224	99999	10013 IH W OLTORF STREET
1225	78729	10015 LAKE CREEK PKWY
