row_number	zip_code	location
24483	78702	2600 BLOCK EAST MARTIN LUTHER KING, JR.
24484	78702	2600 BLOCK EAST MARTIN LUTHER KING JR BL
24485	99999	2600 BLOCK EAST MARTIN LUTHER KING JR BO
24486	78702	2600 BLOCK EAST MARTIN LUTHER KING JUNIO
24487	78741	2600 BLOCK EAST RIVERSIDE DRIVE
24488	78719	2600 BLOCK EAST SH 71
24489	78617	2600 BLOCK EAST SH 71 SERVICE ROAD
24490	78704	2600 BLOCK EASTSIDE DRIVE
24491	78617	2600 BLOCK EAST STATE HIGHWAY 71
24492	78744	2600 BLOCK EAST WILLIAM CANNON DRIVE
24493	78702	2600 BLOCK E CESAR CHAVEZ ST
24494	78721	2600 BLOCK ED BLUESTEIN
24495	78721	2600 BLOCK ED BLUESTEIN BOULEVARD
24496	78721	2600 BLOCK ED BLUETEIN BOULEVARD
24497	78702	2600 BLOCK E MARTIN LUTHER KING JR BLVD
24498	78702	2600 BLOCK E MLK
24499	78702	2600 BLOCK E MLK BLVD
24500	78703	2600 BLOCK ENFIELD DRIVE
24501	78703	2600 BLOCK ENFIELD ROAD
24502	78741	2600 BLOCK E RIVERSIDE
24503	99999	2600 BLOCK E SH 71 EB
24504	78703	2600 BLOCK EXPOSITION BOULEVARD
24505	78741	2600 BLOCK GLEN SPRINGS WAY
24506	78702	2600 BLOCK GONZALES STREET
24507	78758	2600 BLOCK GRACY FARMS
24508	78758	2600 BLOCK GRACY FARMS LANE 338
24509	78705	2600 BLOCK GUADALUPE
24510	78705	2600 BLOCK GUADALUPE ST
24511	78705	2600 BLOCK GUADALUPE STREER
24512	78705	2600 BLOCK GUADALUPE STREET
24513	78705	2600 BLOCK GUADLUPE STREET
24514	78705	2600 BLOCK GUADULUPE STREET
24515	78705	2600 BLOCK GUADUPE STREET
24516	78748	2600 BLOCK HOWELLWOOD WAY
24517	78703	2600 BLOCK I 35
24518	78704	2600 BLOCK IH 35
24519	78705	2600 BLOCK IH 35 SERVICE ROAD
24520	78703	2600 BLOCK JEFFERSON STREET
24521	78745	2600 BLOCK JONES RD
24522	78745	2600 BLOCK JONES ROAD
24523	78758	2600 BLOCK KRAMER LANE
24524	78703	2600 BLOCK LAKE AUSTIN BLVD
24525	78703	2600 BLOCK LAKE AUSTIN BOULEVARD
24526	78703	2600 BLOCK LAKE AUTIN BOULEVARD
24527	78641	2600 BLOCK LANE
24528	78723	2600 BLOCK LOYOLA LANE
24529	78722	2600 BLOCK MANOR ROAD
24530	78702	2600 BLOCK MARTIN LUTHER KING
24531	78702	2600 BLOCK MARTIN LUTHER KING BOULEVARD
24532	78702	2600 BLOCK MARTIN LUTHER KING JR
24533	78702	2600 BLOCK MARTIN LUTHER KING  JR
24534	78702	2600 BLOCK MARTIN LUTHER KING JR.
24535	78702	2600 BLOCK MARTIN LUTHER KING, JR. BLVD
24536	99999	2600 BLOCK MARTIN LUTHER KING, JR. BOULE
24537	78702	2600 BLOCK MARTIN LUTHER KING JR BOULEVA
24538	78702	2600 BLOCK MARTIN LUTHER KING JUNIOR
24539	78748	2600 BLOCK MONARCH DRIVE
24540	78741	2600 BLOCK MONTOPLIS DRIVE
24541	78741	2600 BLOCK MONTOPOLIS DRIVE
24542	99999	2600 BLOCK MOPAC EXPRESSWAY
24543	78746	2600 BLOCK MOPAC EXPRESSWAY TO
24544	78702	2600 BLOCK NEW YORK AVENUE
24545	99999	2600 BLOCK N IH 35 NB
24546	99999	2600 BLOCK N IH 35 SRVD
24547	78705	2600 BLOCK N LAMAR BLVD
24548	78778	2600 BLOCK NORTH 183
24549	78746	2600 BLOCK NORTH CAPITAL OF TEXAS
24550	78723	2600 BLOCK NORTHEAST DRIVE
24551	78705	2600 BLOCK  NORTH  IH 35
24552	78705	2600 BLOCK NORTH I H 35
24553	78705	2600 BLOCK NORTH IH 35
24554	78705	2600 BLOCK NORTH IH 35 SERVICE ROAD
24555	99999	2600 BLOCK NORTH IH 35 UPPER DECK
24556	78705	2600 BLOCK NORTH LAMAR
24557	78705	2600 BLOCK NORTH LAMAR BOULEVARD
24558	99999	2600 BLOCK NORTH MOOAC EXPRESSWAY
24559	99999	2600 BLOCK NORTH MOPAC
24560	99999	2600 BLOCK  NORTH  MOPAC EXPRESSWAY
24561	99999	2600 BLOCK NORTH MOPAC EXPRESSWAY
24562	78705	2600 BLOCK NUECES STREET
24563	78741	2600 BLOCK OF PARKER LANE
24564	78704	2600 BLOCK OF SOUTH IH 35
24565	78705	2600 BLOCK OF SOUTH IH 35 SERVICE
24566	78758	2600 BLOCK PARK BEND DRIVE
24567	78741	2600 BLOCK PARKER
24568	78741	2600 BLOCK PARKER LANE
24569	78741	2600 BLOCK PARKER LANER
24570	78704	2600 BLOCK PARKS LANE
24571	78727	2600 BLOCK PARMER LANE
24572	78703	2600 BLOCK PECOS STREET
24573	77808	2600 BLOCK POLK PARK BEND DRIVE
24574	78748	2600 BLOCK RIDDLE ROAD
24575	78705	2600 BLOCK RIO GRANDE
24576	78705	2600 BLOCK RIO GRANDE STREET
24577	78741	2600 BLOCK RIVERSIDE DRIVE
24578	78702	2600 BLOCK ROSEWOOD
24579	78702	2600 BLOCK ROSEWOOD AVE
24580	78702	2600 BLOCK ROSEWOOD AVENUE
24581	78704	2600 BLOCK S 1ST ST
24582	78704	2600 BLOCK S 1ST STREET
24583	78704	2600 BLOCK S. 1ST STREET
24584	78704	2600 BLOCK S. 5TH ST
24585	78704	2600 BLOCK S. 5TH ST.
24586	78705	2600 BLOCK SALADO DRIVE
24587	78705	2600 BLOCK SALADO STREET
24588	78705	2600 BLOCK SAN ANTONIO
24589	78705	2600 BLOCK SAN ANTONIO STREET
24590	78705	2600 BLOCK SAN PEDRO
24591	78705	2600 BLOCK SAN PEDRO STREET
24592	78702	2600 BLOCK SANTA ROSA
24593	78727	2600 BLOCK SCOFIELD RIDGE PARKWAY
24594	78705	2600 BLOCK SETON
24595	99999	2600 BLOCK SHOAL CREEK
24596	99999	2600 BLOCK S IH 35 NB
24597	99999	2600 BLOCK S IH 35 SB
24598	99999	2600 BLOCK S IH 35 SVRD SB
24599	78704	2600 BLOCK S LAMAR
24600	78704	2600 BLOCK S LAMAR BLVD
24601	78702	2600 BLOCK SOL WILSON AVE
24602	78704	2600 BLOCK SOUTH 1ST STREET
24603	78746	2600 BLOCK SOUTH CAPITAL OF TEXAS
24604	78746	2600 BLOCK SOUTH CAPITAL OF TEXAS HWY
24605	78704	2600 BLOCK SOUTH CONGRESS AVENUE
24606	78704	2600 BLOCK SOUTH  CONGRESS STREET
24607	78704	2600 BLOCK SOUTH FIRST STREET
24608	78701	2600 BLOCK SOUTH IH 25
24609	78704	2600 BLOCK  SOUTH  IH 35
24610	78704	2600 BLOCK  SOUTH IH 35
24611	78704	2600 BLOCK SOUTH IH35
24612	78759	2600 BLOCK SOUTH   I H35
24613	78704	2600 BLOCK SOUTH I H 35
24614	78704	2600 BLOCK SOUTH IH 35
24615	99999	2600 BLOCK SOUTH IH 35 SERVICE ROAD
24616	78704	2600 BLOCK SOUTH INTERSTATE HIGHWAY 35
24617	78704	2600 BLOCK SOUTH LAMAR BOULEVARD
24618	99999	2600 BLOCK SOUTH MOPAC EXPRESSWAY
24619	78741	2600 BLOCK SOUTH PLEASANT VALLEY
24620	78741	2600 BLOCK SOUTH PLEASANT VALLEY ROAD
24621	78744	2600 BLOCK SOUTH US 183
24622	78744	2600 BLOCK SOUTH US 183 HIGHWAY
24623	78744	2600 BLOCK SOUTH US HIGHWAY 183
24624	78719	2600 BLOCK SPIREIT OF TEXAS DRIVE
24625	78719	2600 BLOCK SPIRIT OF TEXAS
24626	78719	2600 BLOCK SPIRIT OF TEXAS DRIVE
24627	78741	2600 BLOCK SUNRIDGE DRIVE
24628	78703	2600 BLOCK S US 183NB
24629	78744	2600 BLOCK S US 183 NB
24630	78757	2600 BLOCK TIWIN OAKS
24631	78744	2600 BLOCK US 183
24632	78744	2600 BLOCK US HIGHWAY 183 SOUTH
24633	78703	2600 BLOCK W 5TH ST
24634	78703	2600 BLOCK W 7TH ST
24635	78702	2600 BLOCK WEBBERVILLE RD
24636	78702	2600 BLOCK WEBBERVILLE ROAD
24637	78703	2600 BLOCK WEST 10TH STREET
24638	78703	`2600 BLOCK WEST 35TH STREET
24639	78703	2600 BLOCK WEST 35TH STREET
24640	78731	2600 BLOCK WEST 45TH STREET
24641	78757	2600 BLOCK WEST ANDERSON LANE
24642	78758	2600 BLOCK WEST BRAKER LANE
24643	78745	2600 BLOCK WESTERN TRAILS BOULEVARD
24644	78745	2600 BLOCK WESTGATE BOULEVARD
24645	78703	2600 BLOCK WESTOVER ROAD
24646	78727	2600 BLOCK WEST PARMER
24647	78727	2600 BLOCK WEST PARMER LANE
24648	78748	2600 BLOCK WEST SLAUGHER LANE
24649	78748	2600 BLOCK WEST SLAUGHTER LANE
24650	78748	2600 BLOCK WEST SLAUGTHER LANE
24651	78745	2600 BLOCK WEST STASSNEY LANE
24652	78745	2600 BLOCK WEST WILLIAM CANNON DRIVE
24653	78723	2600 BLOCK WHELESS LANE
24654	78705	2600 BLOCK WHITIS AVENUE
24655	78712	2600 BLOCK WICHITA STREET
24656	78741	2600 BLOCK WICKERSHAM
24657	78745	2600 BLOCK WILLIAM CANNON DRIVE
24658	78702	2600 BLOCK WILLOW STREET
24659	78704	2600 BLOCK WILSON
24660	78703	2600 BLOCK WINDSOR ROAD
24661	78727	2600 BLOCK W PARMER LN
24662	78748	2600 BLOCK W SLAUGHTER
24663	78748	2600 BLOCK W SLAUGHTER LN
24664	78745	2600 BLOCK W WILLIAM CANNON DR
24665	78758	2600 BRAKER
24666	78741	2600 BURLESON RD
24667	78741	2600 BURLESON ROAD
24668	78702	2600 CESAR CHAEZ
24669	78745	2600 DAVIS LANE
24670	78702	2600 E 12TH
24671	78702	2600 E 12TH ST
24672	78702	2600 E 12TH STREET
24673	78702	2600 E 14TH ST
24674	78702	2600 E 2ND ST
24675	78702	2600 E. 2ND STREET
24676	78702	2600 E 3RD ST
24677	78702	2600 E 5TH
24678	78702	2600 E 5TH ST
24679	78702	2600 E 7TH ST
24680	78754	2600 E. ANDERSON   LN
24681	78702	2600 EAST 3RD STREET
24682	78702	2600 EAST MARTIN LUTHER KING JR BLVD
24683	78702	2600 EAST MARTIN LUTHER KING, JR. BLVD
24684	78617	2600 EAST STATE HIGHWAY 71
24685	99999	2600 E BEN WHITE BLVD WB
24686	99999	2600 E BEN WHITE SVRD WB
24687	78702	2600 EB MLK
24688	78702	2600 E CESAR CHAVEZ
24689	78702	2600 E CESAR CHAVEZ ST
24690	99999	2600 ED BLUE
24691	78721	2600 ED BLUESTEIN BLVD
24692	99999	2600 ED BLUESTEIN BLVD SB
24693	78719	2600 E HWY 71
24694	78702	2600 E MARTIN LUTHER KING
24695	78702	2600 E MARTIN LUTHER KING BLVD
24696	78702	2600 E MARTIN LUTHER KING JR BLVD
24697	78702	2600 EMLK
24698	78702	2600 E MLK
24699	78702	2600 E . MLK
24700	78702	2600 E. MLK
24701	78702	2600 E MLK BLVC
24702	78702	2600 E MLK BLVD
24703	78702	2600 E MLK  BLVD
24704	78702	2600 E MLK JR BLVD
24705	78754	2600 E PARMER LN
24706	99999	2600 E PARMER TO N SH 130 SB RAMP
24707	78741	2600 E RIVERSIDE
24708	78719	2600 E SH 71
24709	78617	2600 E SH 71EB
24710	99999	2600 E SH 71 EB
24711	99999	2600 E SH 71NEB
24712	99999	2600 E SH 71 SVRD EB
24713	78748	2600 E SLAUGHTER LF
24714	78744	2600 E STASSNEY
24715	78744	2600 E ST. ELMO
24716	78703	2600 EXPOSITION
24717	78703	2600 EXPOSITION BLVD
24718	78702	2600 FRANCISCO ST
24719	78758	2600 GRACY FARMS
24720	78758	2600 GRACY FARMS LANE
24721	78758	2600 GRACY FARMS LN
24722	78757	2600 GREENLAWN
24723	78705	2600 GUADALUPE
24724	78705	2600 GUADALUPE ST
24725	78705	2600 GUADALUPE STREET
24726	99999	2600 GUADALUPE ST SB
24727	78705	2600 GUADULUPE ST
24728	78748	2600 GWENDOLYN LN
24729	78704	2600 IH35
24730	78704	2600 IH 35
24731	78745	2600 JONES RD
24732	78758	2600 KRAMER LN
24733	78703	2600 LAKE AUSTIN BLVD
24734	78744	2600 LENDALL LN
24735	78722	2600 MANOR RD
24736	78702	2600 MARTIN LUTHER KING JR BOULEVARD
24737	78741	2600 METCALFE RD
24738	78702	2600 MLK
24739	78702	2600 MLK BLVD
24740	78705	2600 N IH35
24741	78705	2600 N IH 35
24742	99999	2600 N IH 35 NB LOWER DECK
24743	99999	2600 N IH 35 SB
24744	99999	2600 N IH35 SB
24745	99999	2600 NIH35 SB
24746	99999	2600 N IH 35 SVRD NB
24747	78705	2600 N LAMAR
24748	78705	2600 N LAMAR BLVD
24749	99999	2600 N LAMAR BLVD NB
24750	99999	2600 N MOPAC
24751	99999	2600 N MOPAC EXPY
24752	99999	2600 N MOPAC EXPY NB
24753	99999	2600 N MOPAC EXPY SB
24754	99999	2600 N MOPAC NB
24755	78758	2600 N. MO PAC NB
24756	99999	2600 N MOPAC SB
24757	78731	2600 N. MO PAC SB
24758	78705	2600 NORTH LAMAR BOULEVARD
24759	78756	2600 NORTH LOOP
24760	99999	2600 NORTH MOPAC
24761	99999	2600 NORTH MOPAC EXPRESSWAY
24762	78702	2600 N SL 360
24763	78705	2600 NUECES ST
24764	78758	2600 PARK BEND DR
24765	78741	2600 PARKER
24766	78741	2600 PARKER LANE
24767	78741	2600 PARKER LN
24768	78741	2600 PARKES LANE
24769	78703	2600 PECOS ST
24770	78748	2600 RIDDLE
24771	78705	2600 RIO GRANDE ST
24772	78702	2600 ROSEWOOD
24773	78758	2600 RUTLAND DRIVE
24774	78704	2600 S 1ST
24775	78704	2600 S 1ST ST
24776	78704	2600 S. 1ST STREET
24777	78704	2600 S. 2ND STREET
24778	78704	2600 S 5TH ST
24779	78704	2600 S. 5TH STREET
24780	78705	2600 SAN ANTONIO
24781	78705	2600 SAN JACINTO BLVD
24782	78705	2600 SAN PEDRO STREET
24783	78746	2600 S CAPITAL OF TEXAS HWY
24784	78727	2600 SCOFIELD RIDGE
24785	78727	2600 SCOFIELD RIDGE PKWY
24786	78704	2600 S CONGRESS AVE
24787	78704	2600 S. CONGRESS AVE
24788	78704	2600 S CONGRESS AVENUE
24789	99999	2600 SHOAL CREEK BLVD
24790	78704	2600 S IH35
24791	78704	2600 S IH 35
24792	78704	2600 S. IH35
24793	99999	2600 S IH 35 NB
24794	99999	2600 S. IH35NB
24795	99999	2600 S. IH 35 NB
24796	99999	2600 S IH 35 NB SVC RD
24797	99999	2600 S IH 35 NB SVRD
24798	78705	2600 S IH35 NORTH BOUND
24799	99999	2600 S IH 35 SB
24800	78753	2600 S IH 35 SB SVC RD
24801	99999	2600 S IH 35 SVRD
24802	99999	2600 S IH35 SVRD
24803	99999	2600 S IH 35 SVRD NB
24804	99999	2600 S IH35 SVRD NB
24805	99999	2600 S IH 35 SVRD SB
24806	78704	2600 S I H 35 WEST FRONTAGE RD
24807	78704	2600 S LAMAR
24808	78704	2600 S LAMAR BLVD
24809	78704	2600 S. LAMAR BLVD
24810	78748	2600 SLAUGHTER
24811	78748	2600 SLAUGHTER LN
24812	78748	2600 SLAUGHTER LN WB
24813	78749	2600 S MOPAC
24814	78704	2600 SOUTH 1ST STREET
24815	78704	2600 SOUTH 5TH STREET
24816	78746	2600 SOUTH CAPITAL OF TEXAS HIGHWAY
24817	78704	2600 SOUTH IH35
24818	78704	2600 SOUTH IH 35
24819	78704	2600 SOUTH LAMAR BOULEVARD
24820	78749	2600 SOUTH MOPAC
24821	78741	2600 SOUTH PLEASANT VALLEY
24822	78741	2600 SOUTH PLEASANT VALLEY ROAD
24823	78744	2600 SOUTH US 183 HIGHWAY
24824	78744	2600 SOUTH US HIGHWAY 183
24825	78719	2600 SPIRIT OF TEXAS DRIVE
24826	78757	2600 STECK AVENUE
24827	78741	2600 SUNRIDGE DR
24828	99999	2600 S US 183 HWY NB
24829	99999	2600 S US 183 HWY SB
24830	78130	2600 S US 183 NB
24831	78705	2600 S US 183 NB FRONTAGE
24832	78749	2600 S US 183 SB
24833	78744	2600 S US HWY 183
24834	78704	2600 S US HWY 283
24835	99999	2600 TO 2500 BLOCK NORTH MOPAC
24836	99999	2600 TO 2800 BLOCK GUADALUPE STREET
24837	78705	2600 W 26TH ST
24838	78731	2600 W 45TH ST
24839	78757	2600 W ANDERSON LN
24840	99999	2600 WB 71 SVRD WB
24841	78758	2600 W. BRAKER LANE
24842	78758	2600 W BRAKER LN
24843	78745	2600 WEST GATE
24844	78723	2600 WHEELES LANE
24845	78723	2600 WHELESS LANE
24846	78705	2600 WHITIS AVE
24847	78745	2600 WILLIAM CANNON
24848	78703	2600 WINDSOR RD
24849	78744	2600 WOUTH US 183
24850	78727	2600 W PARMER LN
24851	78727	2600 W. PARMER LN
24852	78748	2600 W SLAUGHTER
24853	78748	2600 W. SLAUGHTER LA
24854	78748	2600 W SLAUGHTER LANE
24855	78748	2600 W SLAUGHTER LN
24856	78748	2600 W SLAUGHTER LN EB
24857	78748	2600 W SLAUGHTER LN WB
24858	78745	2600 W STASSNEY LN
24859	78745	2600 W WILLIAM CANNON
24860	78745	2600 W WILLIAM CANNON DR
24861	78758	2601 BRAKER LANE
24862	78702	2601 E 7TH ST
24863	78741	2601 SOUTH PLESANT VALLEY
24864	78719	2601 SPIRIT OF TEXAS
24865	78703	2603 BLOCK WINDSOR ROAD
24866	78704	2603 S CONGRESS
24867	78702	2605 E 4TH ST
24868	78741	2605 S IH35
24869	78741	2605 SOUTH IH 35 SERVICE ROAD
24870	78745	2606 BURLY OAK DR
24871	78723	2606 WHELESS LANE
24872	78723	2606 WHELESS LN
24873	78741	2607 MONTOPOLIS DR
24874	78704	2607 S 1ST ST
24875	78741	2607 S IH 35 SVRD NB
24876	78702	2608 GONZALES ST
24877	78702	2608 GONZALES STREET
24878	78758	2608 KRAMER LANE
24879	78757	2608 RICHCREEK ROAD
24880	78741	2609 BLOCK BURLESON ROAD
24881	78701	260 BLOCK EAST 6TH
24882	99999	26100 BLOCK EAST 7TH STREET
24883	78704	2613 SOUTH LAMAR BOULEVARD
24884	78704	2613 SOUTH LAMAR BOUVLARD
24885	78723	2614 WHELESS LN
24886	78705	2616 SALADO ST
24887	78757	2617 WEST ANDERSON LANE
24888	78745	2618 EKTOM DRIVE
24889	78752	261 W ANDERSON LANE
24890	78727	2620 BLOCK SCOFEILD RIDGE
24891	78702	2620 E 4TH ST
24892	78703	2620 LAKE AUSTIN BLVD
24893	78757	2620 WEST ANDERSON LANE
24894	78705	2621 HUME PL
24895	99999	26-270 N MOPAC EXPY
24896	78758	2631 KRAMER LN
24897	78703	2635 LAKE AUSTIN BOULEVARD
24898	78757	2639 WEST ANDERSON LANE
24899	78705	2644 GUADALUPE STREET
24900	78703	2651 GREENLEE DRIVE
24901	99999	2666 BLOCK NORTH MOPAC EXRESSWAY
24902	78746	2698 BLOCK BARTON SPRINGS RAOD
24903	78705	26 BLOCK WEST GUADALUPE
24904	78744	26 MADRONA DR
24905	78705	26TH
24906	78705	26TH AT GUADALUPE
24907	78705	26TH STREET
24908	78705	26TH STREET AND
24909	76710	26TH STREET AT
24910	78728	27000 WILLOW CREEK
24911	99999	2700-2500 N MOPAC SB
24912	78702	2700-2800 BLOCK EAST 12TH STREET
24913	99999	2700-2800 N MOPAC NB
24914	78731	2700 45TH
24915	78722	2700 AIRPORT
24916	78756	2700 ALLANDALE
24917	78735	2700 BARTON SPRINGS
24918	78735	2700 BARTON SPRINGS DR
24919	78746	2700 BARTON SPRINGS RD
24920	78746	2700 BARTON SPRINGS ROAD
24921	99999	2700 BARTON SPRINGS ROAD WESTBOUND
24922	99999	2700 BATON SPRINGS ROAD WESTBOUND
24923	78702	2700 BLCOK EAST 12TH STREET
24924	78702	2700 BLK E 7TH STREET
24925	78741	2700 BLK E BEN WHITE BLVD
24926	78719	2700 BLK E SH 71
24927	78703	2700 BLK EXPOSITION
24928	78705	2700 BLK N IH 35
24929	78704	2700 BLK S 1ST
24930	99999	2700 BLK S IH 35 NB
24931	99999	2700 BLK S IH 35  NB
24932	78757	2700 BLOCK
24933	78702	2700 BLOCK 12TH STREET
24934	78748	2700 BLOCK AFTONSHIRE WAY
24935	78756	2700 BLOCK ALLANDALE ROAD
24936	78756	2700 BLOCK ALLENDALE ROAD
24937	78746	2700 BLOCK BARTON SPRING ROAD
24938	78735	2700 BLOCK  BARTON SPRINGS
24939	78735	2700 BLOCK BARTON SPRINGS
24940	78735	2700 BLOCK BARTON SPRINGS DRIVE
24941	78746	2700 BLOCK BARTON SPRINGS RD
24942	78746	2700  BLOCK BARTON SPRINGS ROAD
24943	78746	2700 BLOCK  BARTON SPRINGS ROAD
24944	78746	2700 BLOCK BARTON SPRINGS ROAD
24945	78754	2700 BLOCK BRAKER LANE
24946	78741	2700 BLOCK BURLESON ROAD
24947	78741	2700 BLOCK BURLYSON
24948	78756	2700 BLOCK BURNET RD
24949	78756	2700 BLOCK BURNET ROAD
24950	78702	2700 BLOCK CANTERBURY
24951	78702	2700 BLOCK CANTERBURY STREET
24952	78746	2700 BLOCK CAPITAL OF TEXAS HIGHWAY
24953	78746	2700 BLOCK CAPITAL OF TEXAS HIGHWAYWAY
24954	78704	2700 BLOCK CARNARVON LN
24955	78702	2700 BLOCK CESAR CHAVEZ
24956	78730	2700 BLOCK CITY PARK ROAD
24957	78702	2700 BLOCK CREST AVENUE
24958	78748	2700 BLOCK CROWNSPOINT DR
24959	78702	2700 BLOCK E 12TH ST
24960	78702	2700 BLOCK E 12TH STREET
24961	78702	2700 BLOCK E 18TH ST
24962	78702	2700 BLOCK E 7TH
24963	78702	2700 BLOCK E 7TH ST
24964	78702	2700 BLOCK E 7TH ST EB
24965	78702	2700 BLOCK EAST 12 STREET
24966	78702	2700 BLOCK EAST 12TH
24967	78702	2700 BLOCK EAST 12TH STREET
24968	78702	2700 BLOCK EAST 12TH  STREET
24969	78702	2700 BLOCK EAST 14TH STREET
24970	78702	2700 BLOCK EAST 2ND STREET
24971	78702	2700 BLOCK EAST 3RD STREET
24972	78702	2700 BLOCK EAST 5TH STREET
24973	78702	2700 BLOCK EAST 7TH
24974	78702	2700 BLOCK EAST 7TH STREET
24975	78741	2700 BLOCK EAST BEN WHITE BOULEVARD
24976	78702	2700 BLOCK EAST CESAR CHAVEZ
24977	78702	2700 BLOCK EAST CESAR CHAVEZ ST
24978	78702	2700 BLOCK EAST CESAR CHAVEZ STREET
24979	78719	2700 BLOCK EAST HIGHWAY 71
24980	78704	2700 BLOCK EAST IH 71
24981	78702	2700 BLOCK EAST MARTIN LUTHER KIND BLVD
24982	78702	2700 BLOCK EAST MARTIN LUTHER KING
24983	78702	2700 BLOCK EAST MARTIN LUTHER KING BLVD
24984	78702	2700 BLOCK  EAST MARTIN LUTHER KING BOUL
24985	78702	2700 BLOCK EAST MARTIN LUTHER KING JR
24986	78702	2700 BLOCK EAST MARTIN LUTHER KING JR.
24987	78702	2700 BLOCK EAST MARTIN LUTHER KING, JR.
24988	78702	2700 BLOCK EAST MARTIN LUTHER KING JR BL
24989	78702	2700 BLOCK EAST MARTIN LUTHER KING JUNIO
24990	78702	2700 BLOCK EAST MARTIN LUTHER KIN JR
24991	78702	2700 BLOCK EAST MLD JR BOULEVARD
24992	78754	2700 BLOCK EAST PARMER LANE
24993	78741	2700 BLOCK EAST RIVERSIDE DRIVE
24994	99999	2700 BLOCK EAST S H 71
24995	78719	2700 BLOCK EAST SH 71
24996	78719	2700 BLOCK EAST SH HIGHWAY 71
24997	99999	2700 BLOCK EAST SOUTH 71
24998	99999	2700 BLOCK EAST SOUTH HIGHWAY 71
24999	78744	2700 BLOCK EAST STASSNEY LANE
25000	78617	2700 BLOCK EAST STATE HIGHWAY 71
25001	78702	2700 BLOCK EAST TWELFTH STREET
25002	78719	2700 BLOCK EAST US HIGHWAY 71
25003	78702	2700 BLOCK E CESAR CHAVEZ
25004	78702	2700 BLOCK E CESAR CHAVEZ ST
25005	78721	2700 BLOCK ED BLUESTEIN
25006	99999	2700 BLOCK ED BLUESTEIN BLVD NB
25007	78721	2700 BLOCK ED BLUESTEIN BOULEVARD
25008	78721	2700 BLOCK  ED BLUESTEIN BOYLEVARD
25009	99999	2700 BLOCK E MLK
25010	78719	2700 BLOCK EMPLOYEE AVENUE
25011	78703	2700 BLOCK ENFIELD RD
25012	78719	2700 BLOCK E SOUTH HIGHWAY 71
25013	78703	2700 BLOCK EXPOSITION
25014	78703	2700 BLOCK EXPOSITION BLVD
25015	78703	2700 BLOCK EXPOSITION BOULEVARD
25016	78702	2700 BLOCK FRANCISCO
25017	78758	2700  BLOCK GAULT LANE
25018	78758	2700 BLOCK GAULT LANE
25019	78702	2700 BLOCK GOVALLE STREET
25020	78758	2700 BLOCK GRACY FARMS LANE
25021	78705	2700 BLOCK GUADALUPE
25022	78705	2700 BLOCK GUADALUPE ST
25023	78705	2700  BLOCK GUADALUPE STREET
25024	78705	2700 BLOCK GUADALUPE STREET
25025	78705	2700 BLOCK GUADALUPE STREET 01/14
25026	78705	2700 BLOCK GUADLUPE STREET
25027	78758	2700 BLOCK GUALT LANE
25028	78705	2700 BLOCK GUDALUPE STREET
25029	78705	2700 BLOCK HEMPHILL PARK
25030	78703	2700 BLOCK I H 35
25031	78704	2700 BLOCK IH 35
25032	78705	2700 BLOCK I H 35 SERVICE ROAD
25033	78705	2700 BLOCK IH 35 SERVICE ROAD
25034	78703	2700 BLOCK JEFFERSON ST
25035	78703	2700 BLOCK LAKE AUSTIN BOULEVARD
25036	99999	2700 BLOCK LAKELINE BOULEVARD
25037	78723	2700 BLOCK LOYOLA LANE
25038	78702	2700 BLOCK LYONS ROAD
25039	78702	2700 BLOCK MARTIN LUTHER KING JR
25040	99999	2700 BLOCK MARTIN LUTHER KING JUNIOR BOU
25041	78741	2700 BLOCK MONTOPOLIS DRIVE
25042	78749	2700 BLOCK MOPAC EXPRESSWAY
25043	78705	2700 BLOCK N LAMAR BLVD
25044	99999	2700 BLOCK N MOPAC EXPY NB
25045	99999	2700 BLOCK N MOPAC EXPY SB
25046	78746	2700 BLOCK NORTH CAPITAL OF TEXAS
25047	78746	2700 BLOCK NORTH CAPITAL OF TEXAS HIGHWA
25048	78705	2700 BLOCK NORTH IH 35
25049	78705	2700 BLOCK NORTH I H 35 SERVICE ROAD
25050	78705	2700 BLOCK NORTH IH 35 SERVICE ROAD
25051	78705	2700 BLOCK NORTH LAMAR
25052	78705	2700 BLOCK NORTH LAMAR BLVD
25053	78705	2700 BLOCK NORTH LAMAR BOULEVARD
25054	78756	2700 BLOCK NORTHLAND DRIVE
25055	99999	2700 BLOCK NORTH MOPAC EXPRESSWAY
25056	78703	2700 BLOCK NORTHWOOD ROAD
25057	78705	2700 BLOCK NUECES
25058	78705	2700 BLOCK NUECES STREET
25059	78744	2700 BLOCK N US HWY 183
25060	78703	2700 BLOCK OAKHURST AVENUE
25061	78702	2700 BLOCK OAK SPRINGS DRIVE
25062	78702	2700 BLOCK OAK SPRINGS PARK
25063	78702	2700 BLOCK OAK SPRINGS ROAD
25064	78746	2700 BLOCK OF BARTON SPRINGS ROAD
25065	78617	2700 BLOCK OF EAST STATE HIGHWAY 71
25066	78705	2700 BLOCK OF NORTH IH 35
25067	78702	2700 BLOCK OF OAK SPRINGS DRIVE
25068	78704	2700 BLOCK OF S IH35
25069	78704	2700 BLOCK OF SOUTH CONGRESS AVENUE
25070	78704	2700 BLOCK OF SOUTH IH 35
25071	78741	2700 BLOCK PARKER
25072	78741	2700 BLOCK PARKER LANE
25073	78741	2700 BLOCK PLEASANT VALLEY
